time,Episodes,Villages taken
1653683471.1793685,8700,7.0
1653683495.6843174,8713,6.0
1653683504.8127308,8718,7.0
1653683517.2635472,8724,7.0
1653683554.8671284,8744,7.0
1653683568.5804992,8752,7.0
1653683571.9136472,8754,5.0
1653683597.5875204,8765,8.0
1653683623.6589057,8776,6.0
1653683628.2162395,8778,7.0
1653683649.6127942,8788,6.0
1653683669.2435758,8799,6.0
1653683676.112501,8803,5.0
1653683679.5546055,8805,7.0
1653683692.0975401,8812,6.0
1653683706.2177002,8820,5.0
1653683711.9871519,8823,7.0
1653683715.5527422,8825,6.0
1653683731.4605105,8833,6.0
1653683787.5487926,8865,7.0
1653683797.2791529,8870,6.0
1653683809.7541578,8877,5.0
1653683828.846562,8888,7.0
1653683839.1936553,8894,6.0
1653683853.1005619,8901,6.0
1653683872.1478584,8912,6.0
1653683881.8167207,8917,7.0
1653683889.0352814,8921,5.0
1653683922.0435083,8940,6.0
1653683966.465497,8966,7.0
1653683974.2084398,8970,5.0
1653683988.9696612,8979,7.0
1653684000.0175278,8985,7.0
1653684001.4279659,8986,6.0
1653684008.3834684,8990,6.0
1653684037.96718,9006,7.0
1653684069.2728853,9022,6.0
1653684089.3092704,9033,6.0
1653684119.1126075,9049,5.0
1653684135.1508498,9058,5.0
1653684147.1201448,9065,5.0
1653684156.0466578,9070,6.0
1653684241.1467123,9117,7.0
1653684248.3524206,9121,6.0
1653684302.922797,9152,5.0
1653684316.6998348,9160,5.0
1653684318.863449,9161,5.0
1653684322.5571835,9163,5.0
1653684324.8504715,9164,5.0
1653684338.8504772,9172,5.0
1653684364.8410466,9187,5.0
1653684370.3663256,9190,5.0
1653684374.957808,9193,6.0
1653684387.3197386,9200,5.0
1653684392.6672387,9203,5.0
1653684401.7148924,9208,3.0
1653684408.6438835,9212,6.0
1653684424.3394125,9221,5.0
1653684425.5698528,9222,6.0
1653684433.1470594,9226,6.0
1653684446.7144907,9234,5.0
1653684471.0690508,9248,7.0
1653684478.236351,9252,5.0
1653684479.5635543,9253,6.0
1653684545.6059113,9291,6.0
1653684567.4980838,9303,6.0
1653684571.0375876,9305,5.0
1653684583.6867561,9312,5.0
1653684601.044091,9322,5.0
1653684603.3760724,9323,6.0
1653684610.9461036,9327,6.0
1653684614.3009238,9329,6.0
1653684620.9275966,9333,4.0
1653684626.431991,9336,6.0
1653684641.7547376,9345,5.0
1653684652.9276016,9352,5.0
1653684666.3722394,9359,5.0
1653684677.4688418,9365,6.0
1653684678.7140915,9366,5.0
1653684689.1963077,9372,5.0
1653684698.1485176,9377,6.0
1653684716.3227162,9387,5.0
1653684733.1266193,9397,7.0
1653684743.1648383,9403,5.0
1653684754.0513897,9409,7.0
1653684769.7127113,9418,7.0
1653684804.7392874,9438,5.0
1653684810.4353743,9441,5.0
1653684813.887149,9443,6.0
1653684834.8344932,9455,6.0
1653684836.154752,9456,6.0
1653684850.3450625,9464,7.0
1653684860.384595,9470,5.0
1653684863.6360197,9472,5.0
1653684891.590321,9488,7.0
1653684892.8597174,9489,5.0
1653684894.949794,9490,7.0
1653684898.4537892,9492,6.0
1653684948.3644998,9520,6.0
1653684954.0686803,9523,7.0
1653684955.3656113,9524,6.0
1653684981.1087909,9538,5.0
1653684997.0650988,9547,7.0
1653685012.700731,9556,7.0
1653685030.1302626,9566,7.0
1653685039.264805,9571,6.0
1653685073.7960367,9590,6.0
